"","IMPORTER","EXPORTER","ORIGIN","MONTH","title","L..COST..PhP.","QUANTITY.kg.","Phpkg","Countries"
"4093","LOTUSORB ENTERPRISES","VEDAN VIETNAM ENTERPRISE","VN",8,"MODIFIED STARCH",4894333,180000,27.1907388888889,"Vietnam"
"4094","CORNELL INGREDIENTS CORPORATION","GENERAL STARCH LIMITED","TH",8,"MODIFIED STARCH",7984583,136000,58.7101691176471,"Thailand"
"4095","FORHOUSTON INTERNATIONAL CORP","ROHM AND HAAS PTE LTD","SG",8,"ADHESIVE",836637,24035,34.8091117120865,"Singapore"
"4096","HENKEL PHILIPPINES INC.","HENKEL ADHESIVES COMPANY LTD","CN",8,"OTHERS",441557,1200,367.964166666667,"China"
"4097","SPYKER188 TRADING COMPANY","COIM ASIA PACIFIC PTE LTD","SG",8,"GLUE",777170,16333,47.5828078124043,"Singapore"
"4098","KORPACK PHILIPPINES CORPORATION","KORPACK CORPORATION","KR",8,"OTHERS",344132,3744,91.9155982905983,"South Korea"
"4099","SEALBOND CHEMICAL INDUSTRIES INC.","FLOOR CHEM ASIA CO., LTD.","TH",8,"OTHERS",1781274,25071,71.0491803278689,"Thailand"
"4100","UNIVERSAL GLASS CO. INC.","QINGHE YONGXING INDUSTRY","CN",8,"SEAL",2529707,15991,158.195672565818,"China"
"4101","GLOBE INTL DISTRIBUTOR CENTER INC","PYE PRODUCTS M SDN BHD","MY",8,"OTHERS",710870,24760,28.7104200323102,"Malaysia"
"4102","ALLKEY INTERNATIONAL INC.","SAMJI PROTECTIVE TAPE (CHINA)","CN",8,"TAPE",304498,668,455.835329341317,"China"
"4103","GLOBE INTL DISTRIBUTOR CENTER INC","PYE PRODUCTS M SDN BHD","MY",8,"SEAL",2802994,34043,82.3368680786065,"Malaysia"
"4104","GLOBE TAPE INC","GEN INTERNATIONAL MARKETING","ID",8,"SEAL",3512808,32000,109.77525,"Indonesia"
"4105","GLOBE INTL DISTRIBUTOR CENTER INC","GEN INTERNATIONAL MARKETING","ID",8,"SEAL",1773850,16000,110.865625,"Indonesia"
"4106","GLOBE TAPE INC","GEN INTERNATIONAL MARKETING","ID",8,"OTHERS",831954,18840,44.1589171974522,"Indonesia"
"4107","KEMIE SPECIALITY CORP.","PT. DOW INDONESIA","ID",8,"OTHERS",1128986,14400,78.4018055555556,"Indonesia"
"4108","PILIPINAS KYOHRITSU INC.","SUMITOMO WIRING SYSTEM  LTD.","JP",8,"SEAL",532529,370,1439.26756756757,"Japan"
"4109","SEDANGA ENTERPRISE","YIWU DINGGUAN IMP & EXP CO LTD","CN",8,"SEAL",317155,3725,85.1422818791946,"China"
"4110","MEGATRENDS  I&C CORPORATION","IMPIANA INDUSTRIES SDN BHD","MY",8,"SEAL",500630,8780,57.0193621867882,"Malaysia"
"4111","SEDANGA ENTERPRISE","DOW CHEMICAL SILICONES KOREA L","KR",8,"SEAL",4296038,67746,63.4138989755853,"South Korea"
"4112","GOLDEN OX CALIBER ENTERPRISE","R.J LONDON CHEMICALS INDUSTRIE","TH",8,"SEAL",1223305,27617,44.2953615526668,"Thailand"
"4113","MONROE MULTINATIONAL GROUP INC.","APPLIED DB PUBLIC COMPANY LTD.","TH",8,"SEAL",7441910,14943,498.019808606036,"Thailand"
"4114","MEGATRENDS  I&C CORPORATION","NURICHEM CO LTD","KR",8,"SEAL",1078297,14218,75.8402728935153,"South Korea"
"4115","SIKA PHILIPPINES INC.","SIKA GUANGZHOU LTD","CN",8,"OTHERS",1375937,3900,352.804358974359,"China"
"4116","SIKA PHILIPPINES INC.","PT SIKA INDONESIA","ID",8,"OTHERS",2343887,31700,73.9396529968454,"Indonesia"
"4117","SIKA PHILIPPINES INC.","PT.SIKA INDONESIA","ID",8,"OTHERS",1747114,14916,117.130195762939,"Indonesia"
"4118","LUCRUM ENTERPRISES CORPORATION","GCP (SINGAPORE) PTE LTD","SG",8,"OTHERS",1377707,7942,173.471040040292,"Singapore"
"4119","AUST-PHILS. ALUMINUM INTERNATIONAL","WEICHANG ALUMINUM HONGKONG","CN",8,"SEAL",621640,2633,236.095708317509,"China"
"4120","DALKIA INCORPORATED","SILMATE SILICONE CO LIMITED","CN",8,"OTHERS",709359,2490,284.88313253012,"China"
"4121","HOLCIM PHILIPPINES INC.","COOPERATIE AVEBE U.A","NL",8,"OTHERS",767816,12000,63.9846666666667,"Netherlands"
"4122","KOMEYA FOOD PRODUCT CORPORATION","TONGAAT HULETT STARCH","ZA",8,"STARCH",11201390,740000,15.1370135135135,"South Africa"
"4123","KOMEYA FOOD PRODUCT CORPORATION","QINHUANGDAO PENGYUAN STARCH","CN",8,"STARCH",5847025,4e+05,14.6175625,"China"
"4124","HENKEL PHILIPPINES INC.","HENKEL ADHESIVES TECHNOLOGIES","CN",8,"OTHERS",1267483,8972,141.270954079358,"China"
"4125","JOGEREY INTERNATIONAL TRADING","ENNIS MANUFACTURING SDN BHD","MY",8,"OTHERS",712790,25000,28.5116,"Malaysia"
"4126","NEW FLAVOR HOUSE INC.","SHANGHAI DONGSHENG BIO-TECH CO., LT","CN",8,"OTHERS",796610,460,1731.76086956522,"China"
"4127","PRIMA TECH PHILS INC","PRIMA TECH CORPORATION","KR",8,"ADHESIVE",296212,1,296212,"South Korea"
"4128","MAGNA PRIME CHEMICAL TECH. INC.","WACKER CHEMICALS KOREA INC","KR",8,"OTHERS",3249309,18360,176.977614379085,"South Korea"
"4129","PHSI TRADING SALES INC.","RJ LONDON CHEMICALS IND. CO. L","TH",8,"OTHERS",693548,18480,37.5296536796537,"Thailand"
"4130","PHSI TRADING SALES INC.","RJ LONDON CHEMICALS IND. CO. LTD","TH",8,"OTHERS",1920825,47499,40.4392724057349,"Thailand"
"4131","GOLDEN OX CALIBER ENTERPRISE","R.J LONDON CHEMICALS INDUSTRIE","TH",8,"OTHERS",611119,13925,43.8864631956912,"Thailand"
"4132","INFINITY SPORTS INTERNATIONAL INC.","JINYUN MULINSEN STATIONERY CO.,LTD","CN",8,"GLUE",1089145,18068,60.2803298649546,"China"
"4133","CORONATION PREMIUM MFG. INC.","DONGGUAN TIANYI SUPPLY CHAIN","CN",8,"ADHESIVE",6912901,14011,493.39097851688,"China"
"4134","DESK TOP BAGS PHILIPPINES INC.","LUEN THAI FOOTWEAR MACAO COMMERCIAL","HK",8,"GLUE",337476,1135,297.335682819383,"Hong Kong SAR China"
"4135","DOLE PHILIPPINES INC","HENKEL TECHONOLOGY CORPORATION","US",8,"DAREX",6339492,12000,528.291,"United States"
"4136","CENTURY PACIFIC FOOD PACKAGING","HENKEL (THAILAND) LIMITED","TH",8,"OTHERS",1315998,8400,156.666428571429,"Thailand"
"4137","TAIYO YUDEN (PHILIPPINES) INC.","KUSUMOTO CHEMICALS LTD.","JP",8,"ADHESIVE",1457243,20,72862.15,"Japan"
"4138","HIGH END FASHION JEWELRY PRODUCTION","UHU GMBH & CO KG","DE",8,"EPOXY",331329,137,2418.4598540146,"Germany"
"4139","REMA TIP TOP (PHILIPPINES) INC.","TIP TOP OBERFLAECHENSCHUTZ ELBE GMB","DE",8,"ADHESIVE",662657,659,1005.54931714719,"Germany"
"4140","SPARKO SURFACE COATING INC.","ALTECO INC.","JP",8,"ADHESIVE",344168,90,3824.08888888889,"Japan"
"4141","CEBU MITSUMI INC.","SHIMA TRADING CO LTD","JP",8,"EPOXY",2684786,314,8550.27388535032,"Japan"
"4142","TMX PHILIPPINES INC.","MATERIAL TECHNOLOGY PTE LTD","BE",8,"OTHERS",687640,154,4465.1948051948,"Belgium"
"4143","FAIRCHILD SEMICONDUCTOR (PHILS) INC","ABLESTIK (SHANGHAI) LTD.","CN",8,"EPOXY",1229286,100,12292.86,"China"
"4144","FAIRCHILD SEMICONDUCTOR (PHILS) INC","ABLESTIK (SHANGHAI) LTD","CN",8,"OTHERS",1392437,105,13261.3047619048,"China"
"4145","GNPOWER DINGININ LTD. CO.","GE POWER AG","DE",8,"ADHESIVE",1314287,1292,1017.25,"Germany"
"4146","MEGA SOFT HYGIENIC PRODUCTS INC.","SHENZHEN GUI HAO CHENG TRADE CO.,LT","CN",8,"ADHESIVE",2936105,42538,69.0231087498237,"China"
"4147","DAESANG RICOR CORPORATION","OAK ZONE BIOTECH LTD","KR",8,"OTHERS",1979007,8455,234.06351271437,"South Korea"
"4148","ASYA GLASS PHILIPPINES INC.","GUANGDONG OLIVIA CHEMICAL  INDUSTRY","CN",8,"SEAL",3736118,16206,230.539183018635,"China"
"4149","HENKEL PHILIPPINES INC.","HENKEL US OPERATIONS CORP","US",8,"ADHESIVE",446294,327,1364.81345565749,"United States"
"4150","BOAST INC","ZHONGSHAN JUN TAI IMPORT AND EXPORT","CN",8,"GLUE",745932,9670,77.1387797311272,"China"
"4151","BOAST INC","ZHONGSHAN JUN TAI IMPORT AND EXPORT","CN",8,"ADHESIVE",198557,2441,81.3424825891028,"China"
"4152","DIGEEGLASS CORPORATION","SHANGHAI WELL YEILD INTL TRADE","CN",8,"ADHESIVE",412762,17651,23.3846241006175,"China"
"4153","PHILIPPINE INSULATION CO. INC.","BOSTIK LIMITED","GB",8,"ADHESIVE",862487,14254,60.5084186894907,"United Kingdom"
"4154","SANKYOTATEYAMA PHILIPPINES INC","DOW SILICONES CORPORATION---","US",9,"OTHERS",357606,458,780.799126637555,"United States"
"4155","COSMIC CHEMICAL CORPORATION","TEXTURE MAKER ENTERPRISE CO.,LTD.","TW",9,"MODIFIED STARCH",296425,6250,47.428,"Taiwan"
"4156","J-CHANNEL INGREDIENTS CORPORATION","TONGAAT HULETT STARCH","ZA",9,"OTHERS",1570393,54000,29.0813518518519,"South Africa"
"4157","J-CHANNEL INGREDIENTS CORPORATION","TONGAAT HULETT STARCH","ZA",9,"MODIFIED STARCH",527108,18000,29.2837777777778,"South Africa"
"4158","WILLS INTERNATIONAL SALES CORP.","NOVOZYMES MALAYSIA SDN BHD","MY",9,"ENZYME",12810489,6700,1912.01328358209,"Malaysia"
"4159","CHAROEN POKPHAND FOODS PHILS. CORP.","DANISCO SINGAPORE PTE. LTD.","FI",9,"OTHERS",4122520,9000,458.057777777778,"Finland"
"4160","THE PUREFOODS HORMEL COMPANY INC","NATIONAL STARCH AND CHEMICAL (THAIL","TH",9,"MODIFIED STARCH",7550866,198000,38.1356868686869,"Thailand"
"4161","AP MAGNA CHEM DISTRIBUTION CORP.","CHEM-BASE(NANTONG)LABORATORIES","CN",9,"PROTEIN",2270744,25500,89.0487843137255,"China"
"4162","INGREDION PHILIPPINES INC.","PT. INGREDION INDONESIA","US",9,"MODIFIED STARCH",473763,3065,154.571941272431,"United States"
"4163","INLAND WAREHOUSING & LOGISTICS DIV.","THREEBOND MANUFACTURING (THAILAND)","TH",9,"OTHERS",4756105,1370,3471.60948905109,"Thailand"
"4164","MIRAI ENTERPRISES","ZHEJIANG ZHONGLONG IMP&EXP","CN",9,"GLUE",687461,19250,35.7122597402597,"China"
"4165","MAXION BIOSCIENCE INC.","DANISCO SINGAPORE PTE LTD","SG",9,"OTHERS",1769737,1500,1179.82466666667,"Singapore"
"4166","MONDE NISSIN CORPORATION","GENERAL STARCH LIMITED","TH",9,"MODIFIED STARCH",1660183,40000,41.504575,"Thailand"
"4167","ZESTO CORPORATION","TOYOCHEM SPECIALTY CHEMICAL","MY",9,"ADHESIVE",3549002,16000,221.812625,"Malaysia"
"4168","HENKEL PHILIPPINES INC.","PT.HENKEL ADHESIVES TECHNOLOGI","ID",9,"ADHESIVE",604354,3500,172.672571428571,"Indonesia"
"4169","PROCTER & GAMBLE PHILIPPINES INC.","HENKEL ADHESIVES TECHNOLOGIES(GUANG","CN",9,"ADHESIVE",2885616,9600,300.585,"China"
"4170","PROCTER & GAMBLE PHILIPPINES INC.","NOVOZYMES CHINA BIOTECHNOLOGY CO LT","CN",9,"OTHERS",5790135,15000,386.009,"China"
"4171","PROCTER & GAMBLE PHILIPPINES INC.","GENENCOR INTERNATIONAL B V","FI",9,"OTHERS",5663439,20000,283.17195,"Finland"
"4172","ACS MANUFACTURING CORPORATION","DANISCO SINGAPORE PTE LTD","FI",9,"OTHERS",2771281,10000,277.1281,"Finland"
"4173","HENKEL PHILIPPINES INC.","HENKEL ADHESIVES TECHNOLOGIES","VN",9,"OTHERS",3685941,27000,136.516333333333,"Vietnam"
"4174","NATIONAL BOOK STORE INC","Snopake Limited","GB",9,"OTHERS",424502,461,920.82863340564,"United Kingdom"
"4175","SHINDENGEN PHILIPPINES CORPORATION","PANASONIC MANUFACTURING AYUTHAYA  C","TH",9,"EPOXY",7757739,38057,203.845258428147,"Thailand"
"4176","SAGAWA GLOBAL LOGISTICS PHILIPPINES","MACDERMID PERFORMANCE SOLUTION","SG",9,"OTHERS",1815592,19015,95.482093084407,"Singapore"
"4177","HAMBURG TRADING CORPORATION","CARGILL INCORPORATED","US",9,"OTHERS",2770213,57375,48.2825795206972,"United States"
"4178","INGREDION PHILIPPINES INC.","INGREDION INC","US",9,"OTHERS",2652460,37369,70.9802242500468,"United States"
"4179","NCH PHILIPPINES INC.","NCH DISTRIBUTION S.R.O.","CZ",9,"OTHERS",424676,921,461.103148751357,"Czechia"
"4180","AP MAGNA CHEM DISTRIBUTION CORP.","THANH VU JOINT STOCK COMPANY","VN",9,"MODIFIED STARCH",7642251,218900,34.9120648698036,"Vietnam"
"4181","SHINDENGEN PHILIPPINES CORPORATION","PANASONIC MANUFACTURING AYUTHAYA CO","TH",9,"EPOXY",4925871,25371,194.153600567577,"Thailand"
"4182","MEGA SOFT HYGIENIC PRODUCTS INC.","SHENZHEN GUI HAO CHENG TRADE","CN",9,"ADHESIVE",2940404,42543,69.1160472933268,"China"
"4183","J-CHANNEL INGREDIENTS CORPORATION","TONGAAT HULETT STARCH (PTY) LTD.","ZA",9,"GELATIN",2031109,64800,31.344274691358,"South Africa"
"4184","VIBELLE MANUFACTURING CORPORATION","KAO USA, INC.","US",9,"STARCH",422624,1361,310.524614254225,"United States"
"4185","TURRIS PHIL. INC.","TATE & LYLE INGREDIENTS AMERICAS IN","US",9,"STARCH",2197730,38556,57.000985579417,"United States"
"4186","THE PUREFOODS HORMEL COMPANY INC","SMS CORPORATION CO., LTD..","TH",9,"MODIFIED STARCH",2946879,72000,40.928875,"Thailand"
"4187","PROCTER & GAMBLE PHILIPPINES INC.","NOVOZYMES A/S","DK",9,"ENZYME",13417798,16000,838.612375,"Denmark"
"4188","FABRI-KOTE INC.","UBIS ASIA PUBLIC COMPANY LTD","TH",9,"OTHERS",311558,1380,225.766666666667,"Thailand"
"4189","MC RITZ INTERNATIONAL CORPORATION","E H M INTERTRADING CO., LTD.","TH",9,"MODIFIED STARCH",2407558,80000,30.094475,"Thailand"
"4190","UNITED PULP AND PAPER CO. INC.","SMS CORPORATION CO LTD","TH",9,"MODIFIED STARCH",3243872,72000,45.0537777777778,"Thailand"
"4191","TURRIS PHIL. INC.","TATE & LYLE  INGREDIENTS AMERICAS L","US",9,"OTHERS",1436550,9072,158.349867724868,"United States"
"4192","SEALBOND CHEMICAL INDUSTRIES INC.","IMPIANA INDUSTRIES SDN BHD","MY",9,"SEAL",940170,5299,177.424042272127,"Malaysia"
"4193","JEBSEN & JESSEN INGREDIENTS (P)","VEDAN (VIETNAM) ENTERPRISE CORP. LT","VN",9,"MODIFIED STARCH",4595621,108000,42.5520462962963,"Vietnam"
"4194","JEBSEN & JESSEN INGREDIENTS (P)","VEDAN VIETNAM ENTERPRISE CORP. LTD","VN",9,"MODIFIED STARCH",4677609,108000,43.3111944444444,"Vietnam"
"4195","ACASTILLO ENTERPRISES","GUANGZHOU TONGAN IMPORT & EXPORT TR","CN",9,"GLUE",245372,1350,181.757037037037,"China"
"4196","ARTNATURE MANUFACTURING PHILIPPINES","TOYO POLYMACK CO., LTD","JP",9,"OTHERS",266245,350,760.7,"Japan"
"4197","MOLEX INTEGRATED PRODUCTS PHILS INC","ELLSWORTH ADHESIVE SYSTEMS","US",9,"OTHERS",770371,440,1750.84318181818,"United States"
"4198","INGREDION PHILIPPINES INC.","INGREDION INC. 5 WESTBROOK","US",9,"MODIFIED STARCH",1179823,18371,64.2220347286484,"United States"
"4199","FIL-ASIA FOOD INGREDIENTS INC.","SONAC FUNCTIONAL PRODUCTS B.V","NL",9,"OTHERS",844519,8802,95.9462622131334,"Netherlands"
"4200","ACASTILLO ENTERPRISES","AMERSEAL INDUSTRIAL SDN BHD","MY",9,"OTHERS",582932,11827,49.2882387756828,"Malaysia"
"4201","SCAD SERVICES (S) PTE. LTD. - PHIL","ROMA PLASTIK","TR",9,"TAPE",194146,444,437.265765765766,"Turkey"
"4202","MAHLE FILTER SYSTEMS PHILS. CORP.","MAHLE FILTER SYSTEMS JAPAN CORPORAT","JP",9,"ADHESIVE",1511181,12500,120.89448,"Japan"
"4203","LIGHTRON ENTERPRISES","SHENZHEN WEIPENG IMP & EXP","CN",9,"ADHESIVE",173634,2550,68.0917647058824,"China"
"4204","DYSON ELECTRONICS PTE LTD PH BRANCH","VITROCHEM TECHNOLOGY PTE LTD","SG",9,"ADHESIVE",7065666,1905,3709.01102362205,"Singapore"
"4205","HENKEL PHILIPPINES INC.","BENORE LOGISTICS FOR HENKEL US","US",9,"ADHESIVE",1237174,2659,465.277924031591,"United States"
"4206","HENKEL PHILIPPINES INC.","HENKEL CHEMICAL TECHNOLOGIES","CN",9,"ADHESIVE",2379787,14000,169.984785714286,"China"
"4207","JT INTERNATIONAL ASIA MFG. CORP.","H.B. FULLER ADHESIVES MALAYSIA SDB","MY",9,"ADHESIVE",785869,5425,144.86064516129,"Malaysia"
"4208","NOLRAM TRADING","YIWU YUEHANG IMP&EXP CO., LTD.","CN",9,"GLUE",1053932,13770,76.5382716049383,"China"
"4209","SAN TECHNOLOGY INCORPORATED","CORAL SERVICE CORP.","JP",9,"ADHESIVE",1385306,1365,1014.87619047619,"Japan"
"4210","ASIAN COATINGS PHILS.INC.","SCG TRADING  CO LTD","TH",9,"ADHESIVE",4519278,21960,205.795901639344,"Thailand"
"4211","TEMIC AUTOMOTIVE (PHILS.) INC.","DOW EUROPE GMBH C/O DSV LOGISTICS","BE",9,"ADHESIVE",340960,480,710.333333333333,"Belgium"
"4212","FLEXIBLE PACKAGING PRODUCTS CORP.","TOYO MORTON LTD.","JP",9,"ADHESIVE",5702834,32000,178.2135625,"Japan"
"4213","JMS HEALTHCARE PHL INC.","JMS CO., LTD.","JP",9,"ADHESIVE",273256,526,519.498098859316,"Japan"
"4214","YAZAKI-TORRES MANUFACTURING INC.","YAZAKI  CORPORATION","JP",9,"ADHESIVE",6521546,5610,1162.48591800357,"Japan"
"4215","CORLAX TRADING","SHENZHEN XIANGWANTONG TRADE","CN",9,"ADHESIVE",322664,5810,55.5359724612737,"China"
"4216","SEVERO SY LING INC.","FLEXCO (AUST) PTY LTD","AU",9,"ADHESIVE",263462,308,855.396103896104,"Australia"
"4217","WOODCARETECH MARKETING PHILIPPINES","AKZO NOBEL ADHESIVES PTE LTD","SG",9,"ADHESIVE",432339,2570,168.225291828794,"Singapore"
"4218","NAN PAO RESINS CHEMICAL PHILIPPINES","EASTLION ENTERPRISES LTD","CN",9,"ADHESIVE",7221721,54225,133.180654679576,"China"
"4219","3M PHILS. INC.","3M KOREA HIGHTECH LTD","KR",9,"ADHESIVE",651717,1474,442.141791044776,"South Korea"
"4220","H.B FULLER (PHILIPPINES) INC.","H. B. FULLER (CHINA) ADHESIVES LTD.","CN",9,"ADHESIVE",8145698,53600,151.97197761194,"China"
"4221","H.B FULLER (PHILIPPINES) INC.","H.B. FULLER (CHINA) ADHESIVES LTD.","CN",9,"ADHESIVE",3016827,15500,194.634,"China"
"4222","H.B FULLER (PHILIPPINES) INC.","H. B. FULLER ADHESIVES MALAYSIA SDN","MY",9,"ADHESIVE",1534602,11860,129.393086003373,"Malaysia"
"4223","NAN PAO RESINS CHEMICAL PHILIPPINES","RLA POLYMERS M SDN BHD","MY",9,"OTHERS",470464,1836,256.244008714597,"Malaysia"
"4224","NANOSYS INTERNATIONAL INC","SHANDONG SUKAHAN BI0-TECHNOLOGY CO.","CN",9,"ENZYME",168381,500,336.762,"China"
"4225","KINTETSU LOGISTICS (PHILS) INC.","SHIRAISHI CALCIUM (THAILAND) CO., L","TH",9,"AKTIPLAST",275992,839,328.953516090584,"Thailand"
"4226","PHILIPPINE FOREMOST MILLING","MUEHLENCHEMIE GMBH & CO. KG","DE",9,"OTHERS",1842008,2425,759.590927835052,"Germany"
"4227","BATAAN 2020 INC.","AMAZON PAPYRUS CHEMICALS LIMITED","SG",9,"OTHERS",458737,2354,194.875531011045,"Singapore"
"4228","PURATOS PHILIPPINES INC.","PURATOS NV","BE",9,"OTHERS",907360,2725,332.976146788991,"Belgium"
"4229","HENKEL PHILIPPINES INC.","HENKEL (MALAYSIA) SDN BHD","MY",9,"OTHERS",269809,2100,128.480476190476,"Malaysia"
"4230","MAXION BIOSCIENCE INC.","DANISCO SINGAPORE PTE LTD","SG",9,"ENZYME",1810109,6200,291.953064516129,"Singapore"
"4231","FOOD INDUSTRIES INC.","INGREDION INC.","US",9,"MODIFIED STARCH",1952036,18341,106.430183741345,"United States"
"4232","INTER NATIONAL ADHESIVES CORP","BEARDOW &  ADAMS ADHESIVES LTD","GB",9,"OTHERS",419278,1831,228.988530857455,"United Kingdom"
"4233","INGREDION PHILIPPINES INC.","INGREDION INC. 5 WESTBROOK","US",9,"OTHERS",1999920,36742,54.4314408578738,"United States"
"4234","UNILOX INDUSTRIAL CORP","BC TAECHANG INDUSTRIAL CORPORATION","KR",9,"OTHERS",474539,2328,203.839776632302,"South Korea"
"4235","ASCO MARKETING CORPORATION","GELNEX INDUSTRIA E COMERCIO LTDA","BR",9,"GELATIN",3023945,10000,302.3945,"Brazil"
"4236","EDWARD KELLER (PHILS.) INC.","GELNEX INDUSTRIA E COMERCIO LT","BR",9,"GELATIN",5361638,20000,268.0819,"Brazil"
"4237","NESTLE PHILIPPINES INC.","NESTLE USA INC","US",9,"PROTEIN",1967932,2179,903.135383203304,"United States"
"4238","PHILIPPINE INDUSTRIAL SEALANTS &","THE DOW CHEMICAL COMPANY","US",9,"SEAL",4360560,13302,327.812359043753,"United States"
"4239","STT PHILIPPINES INC","ELKEM SILICONES SHANGHAI CO.,","CN",9,"OTHERS",6890127,12000,574.17725,"China"
"4240","SUMI PHILIPPINES WIRING SYSTEMS","SUMITOMO WIRING SYSTEMS LTD","JP",9,"BOND",862518,474,1819.6582278481,"Japan"
"4241","INTERNATIONAL WIRING SYSTEMS PHILS","SIIX CORPORATION","JP",9,"BOND",202850,168,1207.44047619048,"Japan"
"4242","HAMBURG TRADING CORPORATION","CARGILL DEUTSCHLAND GMBH","NL",9,"STARCH",6727459,135950,49.484803236484,"Netherlands"
"4243","HAMBURG TRADING CORPORATION","CARGILL INCORPORATED","US",9,"STARCH",1601948,32500,49.2907076923077,"United States"
"4244","CARGILL TEXTURIZING SOLUTIONS","CARGILL INCORPORATED","US",9,"STARCH",3381063,47628,70.9889770723104,"United States"
"4245","HOUSE TECHNOLOGY INDUSTRIES PTE.LTD","HRD SINGAPORE PTE LTD","JP",9,"EPOXY",7985118,25761,309.969255851869,"Japan"
"4246","AB HEINEKEN PHILIPPINES INC","NOVOZYMES MALASIA SDN BHD","MY",9,"ENZYME",405538,480,844.870833333333,"Malaysia"
"4247","IMCD PHILIPPINES CORPORATION","KMC KARTOFFELMELCENTRALEN AMBA","DK",9,"OTHERS",2019382,24750,81.5911919191919,"Denmark"
"4248","BOUNTY AGRO VENTURES INC","NOVUS INTERNATIONAL INC CO","US",9,"OTHERS",5918369,8000,739.796125,"United States"
"4249","KINTETSU LOGISTICS (PHILS) INC.","SHIRAISHI CALCIUM (SHANGHAI) INTERN","CN",9,"OTHERS",1894568,10800,175.422962962963,"China"
"4250","HOUSE TECHNOLOGY INDUSTRIES PTE.LTD","HRD SINGAPORE PTE LTD","JP",9,"GLUE",260533,392,664.625,"Japan"
"4251","CHAROEN POKPHAND FOODS PHILS. CORP.","DANISCO SINGAPORE PTE. LTD.","BE",9,"OTHERS",1527038,4000,381.7595,"Belgium"
"4252","GCP APPLIED TECHNOLOGIES","HENKEL (THAILAND) LIMITED","TH",9,"OTHERS",1891988,16000,118.24925,"Thailand"
"4253","DI-CATALYST INTERNATIONAL","SCIENCE TECHNICS SDN. LTD.","MY",9,"OTHERS",331615,1000,331.615,"Malaysia"
"4254","HAMBURG TRADING CORPORATION","CARGILL BIO CHEMICAL CO LTD","CN",9,"STARCH",2049803,37500,54.6614133333333,"China"
"4255","MELWINJAY TRADING","SHENZHEN DEFOO PACKING","CN",9,"TAPE",346797,3125,110.97504,"China"
"4256","ELEVENTH TRADING","DOW CHEMICAL SILICONES KOREA","KR",9,"SEAL",1777705,33922,52.4056659395083,"South Korea"
"4257","RITE PRODUCTS INCORPORATED","DESIGN POLYMERICS","US",9,"SEAL",567513,8365,67.8437537358039,"United States"
"4258","RITE PRODUCTS INCORPORATED","DESIGN POLYMERICS","US",9,"ADHESIVE",559854,9295,60.231737493276,"United States"
"4259","ELEMATEC PHILIPPINES INC","ELEMATEC CORPORATION","JP",9,"OTHERS",7598340,1387,5478.25522710887,"Japan"
"4260","CHOEI PLASTIC WORLD PHILIPPINES INC","PLASTIC WORLD (CHINA) LTD","HK",9,"OTHERS",194414,3500,55.5468571428571,"Hong Kong SAR China"
"4261","FRANKE FOODSERVICE SYSTEM PHILS INC","FOAM SUPPLIES","US",9,"OTHERS",718488,2592,277.194444444444,"United States"
"4262","ASCO MARKETING CORPORATION","PARMOVO S.R.L.","IT",9,"OTHERS",7159131,20000,357.95655,"Italy"
"4263","SWITZ MARKETING CORPORATION","OVOBEL FOODS LIMITED","IN",9,"OTHERS",945956,2500,378.3824,"India"
"4264","ALTERNATIVES FOOD CORP","QINGDAO LANKANG INTERNATIONAL CO.,","CN",9,"PROTEIN",5775947,1e+05,57.75947,"China"
"4265","ALTERNATIVES FOOD CORP","QINGDAO LANKANG INTERNATIONAL CO.,","TR",9,"PROTEIN",14480799,250000,57.923196,"Turkey"
"4266","AMPERE RESOURCES CORPORATION","BDP ASIA PACIFIC PTE LTD O/B","SG",9,"SEAL",1882837,1377,1367.34713144517,"Singapore"
"4267","SAVE EARTH TECHNOLOGIES AND SERVICE","ENVIRO-ZYME","US",9,"OTHERS",2679440,3084,868.819714656291,"United States"
"4268","FABCON PHILS. INC.","CATALYSTS BIO TECHNOLOGIES PVT","IN",9,"OTHERS",7370582,9900,744.503232323232,"India"
"4269","SAN MIGUEL BREWERY INC","NOVOZYMES A/S","DK",9,"ENZYME",5520700,13112,421.041793776693,"Denmark"
"4270","AB HEINEKEN PHILIPPINES INC","NOVOZYMES MALAYSIA SDN BHD","DK",9,"ENZYME",316649,600,527.748333333333,"Denmark"
"4271","JTK ELECTRONIC COMPONENTS","WELLS ELECTRONIC MATERIALS","CN",9,"ADHESIVE",662248,2152,307.736059479554,"China"
"4272","MENLO LIGHTING CORPORATION","E-ABLE POWER TECHNOLOGY CO., LTD","CN",9,"GLUE",224402,950,236.212631578947,"China"
"4273","SIIX LOGISTICS PHILS. INC.","SIIX CORP. TOKYO HEADQUARTER","JP",9,"EPOXY",504891,816,618.738970588235,"Japan"
"4274","STRONGBOND PRODUCTS PHILIPPINES INC","SHANGHAI HORSE CONSTRUCTION CO","CN",9,"EPOXY",622395,3480,178.849137931034,"China"
"4275","ELEMATEC ANGELES INC.","ELEMATEC CORPORATION","JP",9,"EPOXY",1119164,1127,993.047027506655,"Japan"
"4276","STRONGBOND PRODUCTS PHILIPPINES INC","SIMPSON STRONG TIE INC","US",9,"ADHESIVE",185151,118,1569.07627118644,"United States"
